time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-16 00:00:00+00:00,19,8,0,0
2026-04-17 00:00:00+00:00,21,7,1,1
2026-04-18 00:00:00+00:00,26,7,0,0
2026-04-19 00:00:00+00:00,19,10,0,0
2026-04-20 00:00:00+00:00,40,20,0,0
2026-04-21 00:00:00+00:00,74,28,0,0
2026-04-22 00:00:00+00:00,84,32,0,0
2026-04-23 00:00:00+00:00,57,23,0,0
2026-04-24 00:00:00+00:00,75,29,0,0
2026-04-25 00:00:00+00:00,63,22,0,0
2026-04-26 00:00:00+00:00,15,5,0,0
2026-04-27 00:00:00+00:00,25,10,0,0
2026-04-28 00:00:00+00:00,25,7,0,0
2026-04-29 00:00:00+00:00,22,8,1,1
