url_path,views_total,views_unique
/grp-bork/gunc_workflow/blob/861413383670250755ffbf738206d26ef2154d67/README.md,6,1
/grp-bork/gunc_workflow/blob/master/clowm_info.json,6,1
/grp-bork/gunc_workflow,4,1
/grp-bork/gunc_workflow/commits/master,4,1
/grp-bork/gunc_workflow/commit/42ee076fbc5fc9f565b636f57a27b99e72139727,3,1
/grp-bork/gunc_workflow/blob/master/nextflow_schema.json,2,1
/grp-bork/gunc_workflow/tree/861413383670250755ffbf738206d26ef2154d67,2,1
/grp-bork/gunc_workflow/tree/master,2,1
/grp-bork/gunc_workflow/blob/master/nextflow.config,1,1
/grp-bork/gunc_workflow/commit/6f8028f897680c5a13f48475beb36c504e38ba3c,1,1
