time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-10 00:00:00+00:00,12,4,1,1
2026-03-11 00:00:00+00:00,14,8,1,1
2026-03-12 00:00:00+00:00,11,6,0,0
2026-03-13 00:00:00+00:00,4,3,0,0
2026-03-14 00:00:00+00:00,18,9,0,0
2026-03-15 00:00:00+00:00,19,10,0,0
2026-03-16 00:00:00+00:00,11,6,2,1
2026-03-17 00:00:00+00:00,8,4,1,1
2026-03-18 00:00:00+00:00,16,5,0,0
2026-03-19 00:00:00+00:00,15,7,0,0
2026-03-20 00:00:00+00:00,12,4,0,0
2026-03-21 00:00:00+00:00,13,4,0,0
2026-03-22 00:00:00+00:00,6,4,0,0
2026-03-23 00:00:00+00:00,10,5,2,2
